id,Time,Inttraffic,Is_weekend
1,6/7/2005 22:25,2649790823,
1,6/7/2005 22:30,2561522102,
1,6/7/2005 22:35,2622232533,
1,6/7/2005 22:40,2569332246,
1,6/7/2005 22:45,2900771417,
1,6/7/2005 22:50,2362620888,
1,6/7/2005 22:55,2338511945,
1,6/7/2005 23:00,2346308954,
1,6/7/2005 23:05,2485275798,
1,6/7/2005 23:10,2383711038,
1,6/7/2005 23:15,2352537359,
1,6/7/2005 23:20,2438498778,
1,6/7/2005 23:25,2387348189,
1,6/7/2005 23:30,2136407019,
1,6/7/2005 23:35,2105109648,
1,6/7/2005 23:40,2108515945,
1,6/7/2005 23:45,2361817024,
1,6/7/2005 23:50,2145379850,
1,6/7/2005 23:55,2216433223,
1,6/8/2005 0:00,2205983887,
1,6/8/2005 0:05,2125875017,
1,6/8/2005 0:10,2386775906,
1,6/8/2005 0:15,2242831948,
1,6/8/2005 0:20,2154930604,
1,6/8/2005 0:25,2106550611,
1,6/8/2005 0:30,2048932841,
1,6/8/2005 0:35,2072852739,
1,6/8/2005 0:40,2146743453,
1,6/8/2005 0:45,1898012332,
1,6/8/2005 0:50,1805834137,
1,6/8/2005 0:55,1846509090,
1,6/8/2005 1:00,1819926546,
1,6/8/2005 1:05,1734400487,
1,6/8/2005 1:10,1785433036,
1,6/8/2005 1:15,1733610241,
1,6/8/2005 1:20,1694384060,
1,6/8/2005 1:25,1701288588,
1,6/8/2005 1:30,1722159905,
1,6/8/2005 1:35,1706410228,
1,6/8/2005 1:40,2015585016,
1,6/8/2005 1:45,1795574327,
1,6/8/2005 1:50,1780259206,
1,6/8/2005 1:55,1671931744,
1,6/8/2005 2:00,1679005182,
1,6/8/2005 2:05,1668891063,
1,6/8/2005 2:10,1728025343,
1,6/8/2005 2:15,1723179180,
1,6/8/2005 2:20,1637898222,
1,6/8/2005 2:25,1595363849,
1,6/8/2005 2:30,1617476695,
1,6/8/2005 2:35,1629195853,
1,6/8/2005 2:40,1845312155,
1,6/8/2005 2:45,1649332044,
1,6/8/2005 2:50,1547267504,
1,6/8/2005 2:55,1499411740,
1,6/8/2005 3:00,1459317981,
1,6/8/2005 3:05,1447949146,
1,6/8/2005 3:10,1599031982,
1,6/8/2005 3:15,1555389960,
1,6/8/2005 3:20,1726665812,
1,6/8/2005 3:25,1560596693,
1,6/8/2005 3:30,1487551813,
1,6/8/2005 3:35,1506835860,
1,6/8/2005 3:40,1814598605,
1,6/8/2005 3:45,1675097503,
1,6/8/2005 3:50,1649725627,
1,6/8/2005 3:55,1605411867,
1,6/8/2005 4:00,1631462039,
1,6/8/2005 4:05,1794111915,
1,6/8/2005 4:10,2064644330,
1,6/8/2005 4:15,1805560623,
1,6/8/2005 4:20,1639043272,
1,6/8/2005 4:25,1675169871,
1,6/8/2005 4:30,1786003377,
1,6/8/2005 4:35,2313753829,
1,6/8/2005 4:40,2733271598,
1,6/8/2005 4:45,1999096513,
1,6/8/2005 4:50,1911255872,
1,6/8/2005 4:55,1850724767,
1,6/8/2005 5:00,1844343109,
1,6/8/2005 5:05,1891900880,
1,6/8/2005 5:10,2071743151,
1,6/8/2005 5:15,1917291872,
1,6/8/2005 5:20,1920241635,
1,6/8/2005 5:25,2028928664,
1,6/8/2005 5:30,2192637441,
1,6/8/2005 5:35,2553091807,
1,6/8/2005 5:40,2554968485,
1,6/8/2005 5:45,2391627246,
1,6/8/2005 5:50,2455430601,
1,6/8/2005 5:55,2468010209,
1,6/8/2005 6:00,2650808208,
1,6/8/2005 6:05,2781247406,
1,6/8/2005 6:10,2848338243,
1,6/8/2005 6:15,2931929285,
1,6/8/2005 6:20,2971844719,
1,6/8/2005 6:25,3189909175,
1,6/8/2005 6:30,3452214549,
1,6/8/2005 6:35,4205761408,
1,6/8/2005 6:40,4264799773,
1,6/8/2005 6:45,4151264837,
1,6/8/2005 6:50,4393686561,
1,6/8/2005 6:55,4538893522,
1,6/8/2005 7:00,5190675656,
1,6/8/2005 7:05,5126512975,
1,6/8/2005 7:10,5256135289,
1,6/8/2005 7:15,5824779869,
1,6/8/2005 7:20,5994016503,
1,6/8/2005 7:25,5965360317,
1,6/8/2005 7:30,5983511218,
1,6/8/2005 7:35,6134091420,
1,6/8/2005 7:40,6362714553,
1,6/8/2005 7:45,6150369804,
1,6/8/2005 7:50,6082786407,
1,6/8/2005 7:55,5991742496,
1,6/8/2005 8:00,6275467515,
1,6/8/2005 8:05,6171775001,
1,6/8/2005 8:10,6526366537,
1,6/8/2005 8:15,6607149977,
1,6/8/2005 8:20,6613251438,
1,6/8/2005 8:25,6569377983,
1,6/8/2005 8:30,6742079953,
1,6/8/2005 8:35,6753617676,
1,6/8/2005 8:40,6857491362,
1,6/8/2005 8:45,7074260798,
1,6/8/2005 8:50,7111874181,
1,6/8/2005 8:55,7243067552,
1,6/8/2005 9:00,7318159907,
1,6/8/2005 9:05,7208833387,
1,6/8/2005 9:10,7495291518,
1,6/8/2005 9:15,7547757614,
1,6/8/2005 9:20,7970479854,
1,6/8/2005 9:25,7787826609,
1,6/8/2005 9:30,7685712107,
1,6/8/2005 9:35,7690375153,
1,6/8/2005 9:40,8188490789,
1,6/8/2005 9:45,7934295948,
1,6/8/2005 9:50,7870868471,
1,6/8/2005 9:55,8146204160,
1,6/8/2005 10:00,8180532426,
1,6/8/2005 10:05,8372604274,
1,6/8/2005 10:10,8466407495,
1,6/8/2005 10:15,8437633882,
1,6/8/2005 10:20,8367609771,
1,6/8/2005 10:25,8203291962,
1,6/8/2005 10:30,8024370575,
1,6/8/2005 10:35,7777108659,
1,6/8/2005 10:40,7754400462,
1,6/8/2005 10:45,7609499824,
1,6/8/2005 10:50,7832003980,
1,6/8/2005 10:55,7855501869,
1,6/8/2005 11:00,7845745786,
1,6/8/2005 11:05,7670633728,
1,6/8/2005 11:10,7556111152,
1,6/8/2005 11:15,7418082652,
1,6/8/2005 11:20,7529169350,
1,6/8/2005 11:25,7896096694,
1,6/8/2005 11:30,7493063224,
1,6/8/2005 11:35,7449015187,
1,6/8/2005 11:40,7383112398,
1,6/8/2005 11:45,7639506802,
1,6/8/2005 11:50,7449686171,
1,6/8/2005 11:55,7602704562,
1,6/8/2005 12:00,7790183518,
1,6/8/2005 12:05,7684660405,
1,6/8/2005 12:10,7600043660,
1,6/8/2005 12:15,7575510870,
1,6/8/2005 12:20,7500447045,
1,6/8/2005 12:25,7623791363,
1,6/8/2005 12:30,7587174475,
1,6/8/2005 12:35,7207576949,
1,6/8/2005 12:40,7691529617,
1,6/8/2005 12:45,7572858911,
1,6/8/2005 12:50,7817424702,
1,6/8/2005 12:55,7639932858,
1,6/8/2005 13:00,7404997195,
1,6/8/2005 13:05,7579326777,
1,6/8/2005 13:10,7636943486,
1,6/8/2005 13:15,7683013173,
1,6/8/2005 13:20,7662021559,
1,6/8/2005 13:25,7877819255,
1,6/8/2005 13:30,7572278263,
1,6/8/2005 13:35,7747598426,
1,6/8/2005 13:40,7788986639,
1,6/8/2005 13:45,7690840293,
1,6/8/2005 13:50,7549023428,
1,6/8/2005 13:55,7520812984,
1,6/8/2005 14:00,7749529516,
1,6/8/2005 14:05,7671190377,
1,6/8/2005 14:10,8125526554,
1,6/8/2005 14:15,8285170772,
1,6/8/2005 14:20,7666445199,
1,6/8/2005 14:25,7484127610,
1,6/8/2005 14:30,7300435170,
1,6/8/2005 14:35,7357803235,
1,6/8/2005 14:40,7357498560,
1,6/8/2005 14:45,7203877884,
1,6/8/2005 14:50,7629384537,
1,6/8/2005 14:55,7128477846,
1,6/8/2005 15:00,7200871550,
1,6/8/2005 15:05,7176632112,
1,6/8/2005 15:10,7069828630,
1,6/8/2005 15:15,6939455449,
1,6/8/2005 15:20,6722450182,
1,6/8/2005 15:25,6559682171,
1,6/8/2005 15:30,6394253104,
1,6/8/2005 15:35,6390636537,
1,6/8/2005 15:40,6324194334,
1,6/8/2005 15:45,6209441159,
1,6/8/2005 15:50,6165689489,
1,6/8/2005 15:55,6232807345,
1,6/8/2005 16:00,6228571345,
1,6/8/2005 16:05,5908982224,
1,6/8/2005 16:10,5604577808,
1,6/8/2005 16:15,5527512983,
1,6/8/2005 16:20,5370258769,
1,6/8/2005 16:25,5360599676,
1,6/8/2005 16:30,4964354033,
1,6/8/2005 16:35,4942059195,
1,6/8/2005 16:40,4703084989,
1,6/8/2005 16:45,4681041519,
1,6/8/2005 16:50,4754158520,
1,6/8/2005 16:55,4444403403,
1,6/8/2005 17:00,4718370181,
1,6/8/2005 17:05,5591422795,
1,6/8/2005 17:10,4922184189,
1,6/8/2005 17:15,4917079925,
1,6/8/2005 17:20,4787678838,
1,6/8/2005 17:25,4743487069,
1,6/8/2005 17:30,4705083312,
1,6/8/2005 17:35,4636802817,
1,6/8/2005 17:40,4536986293,
1,6/8/2005 17:45,4214285916,
1,6/8/2005 17:50,4225415420,
1,6/8/2005 17:55,4244448010,
1,6/8/2005 18:00,4247183335,
1,6/8/2005 18:05,4183373806,
1,6/8/2005 18:10,4225952893,
1,6/8/2005 18:15,4136457874,
1,6/8/2005 18:20,4025435880,
1,6/8/2005 18:25,4174980000,
1,6/8/2005 18:30,4157140866,
1,6/8/2005 18:35,4147069090,
1,6/8/2005 18:40,4192792799,
1,6/8/2005 18:45,4171368781,
1,6/8/2005 18:50,4373040021,
1,6/8/2005 18:55,4005724049,
1,6/8/2005 19:00,4086620948,
1,6/8/2005 19:05,3991067510,
1,6/8/2005 19:10,3861483709,
1,6/8/2005 19:15,3866816123,
1,6/8/2005 19:20,3955457030,
1,6/8/2005 19:25,4057432509,
1,6/8/2005 19:30,4053167494,
1,6/8/2005 19:35,3971833521,
1,6/8/2005 19:40,3925243304,
1,6/8/2005 19:45,3727992069,
1,6/8/2005 19:50,3734428520,
1,6/8/2005 19:55,3643339896,
1,6/8/2005 20:00,3638246092,
1,6/8/2005 20:05,3575434403,
1,6/8/2005 20:10,3537605460,
1,6/8/2005 20:15,3537359280,
1,6/8/2005 20:20,3433757600,
1,6/8/2005 20:25,3365056676,
1,6/8/2005 20:30,3373005665,
1,6/8/2005 20:35,3495622440,
1,6/8/2005 20:40,3248974030,
1,6/8/2005 20:45,3386610556,
1,6/8/2005 20:50,3363591768,
1,6/8/2005 20:55,3180512505,
1,6/8/2005 21:00,3389436344,
1,6/8/2005 21:05,3111481798,
1,6/8/2005 21:10,2959890949,
1,6/8/2005 21:15,2813817089,
1,6/8/2005 21:20,2800939104,
1,6/8/2005 21:25,2758415402,
1,6/8/2005 21:30,2915608301,
1,6/8/2005 21:35,2645295932,
1,6/8/2005 21:40,2490175957,
1,6/8/2005 21:45,2467613696,
1,6/8/2005 21:50,2538000213,
1,6/8/2005 21:55,2611889662,
1,6/8/2005 22:00,2927761178,
1,6/8/2005 22:05,2542556943,
1,6/8/2005 22:10,2420688595,
1,6/8/2005 22:15,2360250385,
1,6/8/2005 22:20,2298892642,
1,6/8/2005 22:25,2245640429,
1,6/8/2005 22:30,2304685634,
1,6/8/2005 22:35,2234252324,
1,6/8/2005 22:40,2171028659,
1,6/8/2005 22:45,2184796539,
1,6/8/2005 22:50,2144066676,
1,6/8/2005 22:55,2278448980,
1,6/8/2005 23:00,2377244340,
1,6/8/2005 23:05,2146292416,
1,6/8/2005 23:10,2131630175,
1,6/8/2005 23:15,2066553106,
1,6/8/2005 23:20,2266775853,
1,6/8/2005 23:25,2364478901,
1,6/8/2005 23:30,2299417518,
1,6/8/2005 23:35,2121105382,
1,6/8/2005 23:40,1744896078,
1,6/8/2005 23:45,1758885629,
1,6/8/2005 23:50,1743515468,
1,6/8/2005 23:55,1917418102,
1,6/9/2005 0:00,1890448217,
1,6/9/2005 0:05,1852903460,
1,6/9/2005 0:10,1858948247,
1,6/9/2005 0:15,1822512261,
1,6/9/2005 0:20,1818155264,
1,6/9/2005 0:25,1906051079,
1,6/9/2005 0:30,1933967169,
1,6/9/2005 0:35,1793654074,
1,6/9/2005 0:40,1686083864,
1,6/9/2005 0:45,1712380806,
1,6/9/2005 0:50,1749792821,
1,6/9/2005 0:55,1868820670,
1,6/9/2005 1:00,1699904914,
1,6/9/2005 1:05,1721010483,
1,6/9/2005 1:10,1717039917,
1,6/9/2005 1:15,1742508931,
1,6/9/2005 1:20,1663583725,
1,6/9/2005 1:25,1776916253,
1,6/9/2005 1:30,1723292151,
1,6/9/2005 1:35,1660695089,
1,6/9/2005 1:40,1596729108,
1,6/9/2005 1:45,1622199038,
1,6/9/2005 1:50,1656534450,
1,6/9/2005 1:55,1764029559,
1,6/9/2005 2:00,1673219248,
1,6/9/2005 2:05,1634364630,
1,6/9/2005 2:10,1676337091,
1,6/9/2005 2:15,1568064114,
1,6/9/2005 2:20,1598472851,
1,6/9/2005 2:25,1749662673,
1,6/9/2005 2:30,1651504479,
1,6/9/2005 2:35,1600304377,
1,6/9/2005 2:40,1600993806,
1,6/9/2005 2:45,1598880695,
1,6/9/2005 2:50,1587895043,
1,6/9/2005 2:55,1818223800,
1,6/9/2005 3:00,1650463219,
1,6/9/2005 3:05,1617521611,
1,6/9/2005 3:10,1700692639,
1,6/9/2005 3:15,1631253009,
1,6/9/2005 3:20,1664407701,
1,6/9/2005 3:25,1751947662,
1,6/9/2005 3:30,1554958310,
1,6/9/2005 3:35,1491359710,
1,6/9/2005 3:40,1514417490,
1,6/9/2005 3:45,1563769407,
1,6/9/2005 3:50,1583983976,
1,6/9/2005 3:55,1863897883,
1,6/9/2005 4:00,1545357020,
1,6/9/2005 4:05,1560212860,
1,6/9/2005 4:10,1546619707,
1,6/9/2005 4:15,1588784465,
1,6/9/2005 4:20,1699029301,
1,6/9/2005 4:25,1720281611,
1,6/9/2005 4:30,1863255414,
1,6/9/2005 4:35,1750905936,
1,6/9/2005 4:40,1828337839,
1,6/9/2005 4:45,1843654270,
1,6/9/2005 4:50,2105475588,
1,6/9/2005 4:55,2298814437,
1,6/9/2005 5:00,2297052248,
1,6/9/2005 5:05,2437482401,
1,6/9/2005 5:10,2432133664,
1,6/9/2005 5:15,2526642799,
1,6/9/2005 5:20,2682154847,
1,6/9/2005 5:25,2793653719,
1,6/9/2005 5:30,2882858302,
1,6/9/2005 5:35,2912165435,
1,6/9/2005 5:40,3082359242,
1,6/9/2005 5:45,3286118692,
1,6/9/2005 5:50,3654751136,
1,6/9/2005 5:55,3978073153,
1,6/9/2005 6:00,4087884056,
1,6/9/2005 6:05,4066668149,
1,6/9/2005 6:10,4126857073,
1,6/9/2005 6:15,4295606794,
1,6/9/2005 6:20,4553782306,
1,6/9/2005 6:25,4668600234,
1,6/9/2005 6:30,4973181105,
1,6/9/2005 6:35,5042776380,
1,6/9/2005 6:40,5133563502,
1,6/9/2005 6:45,5467915938,
1,6/9/2005 6:50,5939877993,
1,6/9/2005 6:55,6040643374,
1,6/9/2005 7:00,6290777264,
1,6/9/2005 7:05,6662998468,
1,6/9/2005 7:10,6690785097,
1,6/9/2005 7:15,6484899992,
1,6/9/2005 7:20,6359260404,
1,6/9/2005 7:25,6800682733,
1,6/9/2005 7:30,6668964347,
1,6/9/2005 7:35,6295949739,
1,6/9/2005 7:40,6396470869,
1,6/9/2005 7:45,6613455435,
1,6/9/2005 7:50,6923345832,
1,6/9/2005 7:55,7010634562,
1,6/9/2005 8:00,7289890016,
1,6/9/2005 8:05,7292598839,
1,6/9/2005 8:10,7049853827,
1,6/9/2005 8:15,6942064453,
1,6/9/2005 8:20,7114536725,
1,6/9/2005 8:25,7168661770,
1,6/9/2005 8:30,7475271812,
1,6/9/2005 8:35,7809258402,
1,6/9/2005 8:40,8077040173,
1,6/9/2005 8:45,7559866526,
1,6/9/2005 8:50,8204726796,
1,6/9/2005 8:55,7742964739,
1,6/9/2005 9:00,7655016212,
1,6/9/2005 9:05,7721560199,
1,6/9/2005 9:10,7569752171,
1,6/9/2005 9:15,7486061420,
1,6/9/2005 9:20,7731718983,
1,6/9/2005 9:25,7797893310,
1,6/9/2005 9:30,8092031093,
1,6/9/2005 9:35,7542853380,
1,6/9/2005 9:40,7775382152,
1,6/9/2005 9:45,7985865290,
1,6/9/2005 9:50,7722894743,
1,6/9/2005 9:55,7620929519,
1,6/9/2005 10:00,7501360862,
1,6/9/2005 10:05,7531371006,
1,6/9/2005 10:10,7559096005,
1,6/9/2005 10:15,7550974521,
1,6/9/2005 10:20,7580135100,
1,6/9/2005 10:25,7497737248,
1,6/9/2005 10:30,7646384391,
1,6/9/2005 10:35,7468617607,
1,6/9/2005 10:40,7456203469,
1,6/9/2005 10:45,7211641199,
1,6/9/2005 10:50,7445776939,
1,6/9/2005 10:55,7492246402,
1,6/9/2005 11:00,7635368681,
1,6/9/2005 11:05,7668134758,
1,6/9/2005 11:10,7377808295,
1,6/9/2005 11:15,7683355485,
1,6/9/2005 11:20,7647400803,
1,6/9/2005 11:25,7810639888,
1,6/9/2005 11:30,8084807178,
1,6/9/2005 11:35,7667984719,
1,6/9/2005 11:40,7735982597,
1,6/9/2005 11:45,7953187449,
1,6/9/2005 11:50,7952268730,
1,6/9/2005 11:55,8008333668,
1,6/9/2005 12:00,7800862393,
1,6/9/2005 12:05,7544434295,
1,6/9/2005 12:10,7624791238,
1,6/9/2005 12:15,8031205787,
1,6/9/2005 12:20,7791920641,
1,6/9/2005 12:25,7864202093,
1,6/9/2005 12:30,8068153168,
1,6/9/2005 12:35,7941672624,
1,6/9/2005 12:40,7967325546,
1,6/9/2005 12:45,7867328461,
1,6/9/2005 12:50,7749248801,
1,6/9/2005 12:55,7589374258,
1,6/9/2005 13:00,7537728461,
1,6/9/2005 13:05,7591861190,
1,6/9/2005 13:10,7501747021,
1,6/9/2005 13:15,7566653228,
1,6/9/2005 13:20,8203073497,
1,6/9/2005 13:25,8246435919,
1,6/9/2005 13:30,7699808033,
1,6/9/2005 13:35,7757099184,
1,6/9/2005 13:40,7432858208,
1,6/9/2005 13:45,7587964602,
1,6/9/2005 13:50,7272188505,
1,6/9/2005 13:55,7368035894,
1,6/9/2005 14:00,7455111824,
1,6/9/2005 14:05,7586867484,
1,6/9/2005 14:10,7322819098,
1,6/9/2005 14:15,7318029134,
1,6/9/2005 14:20,7496737232,
1,6/9/2005 14:25,7119415647,
1,6/9/2005 14:30,6720709835,
1,6/9/2005 14:35,6773261059,
1,6/9/2005 14:40,6865925170,
1,6/9/2005 14:45,6693310318,
1,6/9/2005 14:50,6757318460,
1,6/9/2005 14:55,6887336019,
1,6/9/2005 15:00,6737556230,
1,6/9/2005 15:05,6388483998,
1,6/9/2005 15:10,6437598660,
1,6/9/2005 15:15,6006086789,
1,6/9/2005 15:20,5909718283,
1,6/9/2005 15:25,6037169130,
1,6/9/2005 15:30,5949643442,
1,6/9/2005 15:35,5800742834,
1,6/9/2005 15:40,5744799048,
1,6/9/2005 15:45,5381926855,
1,6/9/2005 15:50,5272957332,
1,6/9/2005 15:55,5112487816,
1,6/9/2005 16:00,4963472742,
1,6/9/2005 16:05,4916077788,
1,6/9/2005 16:10,4752640394,
1,6/9/2005 16:15,4679822700,
1,6/9/2005 16:20,4690364546,
1,6/9/2005 16:25,4504472736,
1,6/9/2005 16:30,4463297564,
1,6/9/2005 16:35,4243095675,
1,6/9/2005 16:40,4188612905,
1,6/9/2005 16:45,4029939999,
1,6/9/2005 16:50,4054977374,
1,6/9/2005 16:55,4039312896,
1,6/9/2005 17:00,4034823633,
1,6/9/2005 17:05,4008471778,
1,6/9/2005 17:10,4032822880,
1,6/9/2005 17:15,3938855788,
1,6/9/2005 17:20,3776919871,
1,6/9/2005 17:25,3763946693,
1,6/9/2005 17:30,3765778589,
1,6/9/2005 17:35,3873340327,
1,6/9/2005 17:40,4058003893,
1,6/9/2005 17:45,3942012272,
1,6/9/2005 17:50,3849625167,
1,6/9/2005 17:55,3740328887,
1,6/9/2005 18:00,3647479050,
1,6/9/2005 18:05,3728142949,
1,6/9/2005 18:10,3852710331,
1,6/9/2005 18:15,3817851434,
1,6/9/2005 18:20,3786495491,
1,6/9/2005 18:25,3685195583,
1,6/9/2005 18:30,3676161836,
1,6/9/2005 18:35,3630622059,
1,6/9/2005 18:40,3756282418,
1,6/9/2005 18:45,3717205580,
1,6/9/2005 18:50,3718276249,
1,6/9/2005 18:55,3799442848,
1,6/9/2005 19:00,3750967910,
1,6/9/2005 19:05,3752327018,
1,6/9/2005 19:10,3950267674,
1,6/9/2005 19:15,3821287492,
1,6/9/2005 19:20,3671631458,
1,6/9/2005 19:25,3706024300,
1,6/9/2005 19:30,3636733565,
1,6/9/2005 19:35,3545718014,
1,6/9/2005 19:40,3470918602,
1,6/9/2005 19:45,3324209315,
1,6/9/2005 19:50,3291026551,
1,6/9/2005 19:55,3506129655,
1,6/9/2005 20:00,3291109055,
1,6/9/2005 20:05,3159208417,
